State_And_County_FIPS_Code	CHSI_State_Name	CHSI_County_Name	Population_Size	Population_Density	Poverty	Age_19_Under	Age_19_64	Age_65_84	Age_85_and_Over	White	Black	Native_American	Asian	Hispanic	ALE	Health_Status	LBW	VLBW	Premature	Under_18	Over_40	Late_Care	Infant_Mortality	Unmarried	Brst_Cancer	Col_Cancer	CHD	Lung_Cancer	Suicide	No_HS_Diploma	Unemployed	Sev_Work_Disabled	Major_Depression	Recent_Drug_Use	Ecol_Rpt	Ecol_Exp	Salm_Rpt	Salm_Exp	Shig_Rpt	Shig_Exp	FluB_Rpt	FluB_Exp	HepA_Rpt	HepA_Exp	HepB_Rpt	HepB_Exp	Meas_Rpt	Meas_Exp	Pert_Rpt	Pert_Exp	CRS_Rpt	CRS_Exp	Syphilis_Rpt	Syphilis_Exp	No_Exercise	Few_Fruit_Veg	Obesity	High_Blood_Pres	Smoker	Diabetes	Uninsured	HPSA_Ind
45-77	South Carolina	Pickens	113575	229.0	11.5	23.9	63.7	10.7	1.7	90.8	6.7	0.2	1.6	2.3	76.7	15.8	7.8	1.6	13.2	4.2	1.5	19.5	7.5	27.2	19.1	15.8	161.0	63.9	14.4	18493.0	3829.0	3181.0	6808	6418	2.0	3.0	31.0	44.0	4.0	13.0	1.0	3.0	4.0	7.0	6.0	7.0	0.0	0.0	7.0	10.0	0.0	0.0	0.0	7.0	26.4	77.1	20.1	25.0	24.1	7.8	13335.0	2
22-1	Louisiana	Acadia	59552	91.0	19.9	29.0	58.7	10.9	1.4	80.3	18.9	0.2	0.2	1.0	73.4	23.9	10.8	1.4	15.2	5.5	1.2	21.7	10.2	45.5	39.9	26.5	185.7	73.1	11.1	13093.0	1572.0	2178.0	3038	3201	0.0	0.0	38.0	59.0	6.0	29.0	0.0	3.0	18.0	9.0	4.0	12.0	0.0	0.0	0.0	6.0	0.0	0.0	23.0	9.0	38.9	87.9	27.8	27.6	26.1	8.2	9501.0	1
18-107	Indiana	Montgomery	38239	76.0	9.2	26.3	59.3	12.5	2.0	97.8	1.0	0.2	0.5	2.4	76.3	14.6	7.7	1.4	13.0	4.2	1.4	15.7	5.7	34.0	21.2	23.1	182.3	56.2	16.2	3599.0	920.0	1118.0	2559	1661	4.0	4.0	33.0	23.0	9.0	4.0	0.0	2.0	12.0	4.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	29.3	76.4	23.3	22.9	32.5	7.8	3469.0	2
21-119	Kentucky	Knott	17561	50.0	23.7	23.4	64.7	10.3	1.6	98.7	0.8	0.1	0.2	0.7	72.8	35.4	9.2	1.2	13.9	7.3	1.1	16.0	6.9	26.3	26.1	18.1	285.4	107.0	9.2	4882.0	479.0	1527.0	1169	1021	0.0	0.0	7.0	34.0	1.0	18.0	0.0	0.0	2.0	7.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	45.3	77.8	25.5	33.9	34.8	9.4	2999.0	1
19-121	Iowa	Madison	15158	27.0	6.8	24.8	61.4	11.2	2.5	98.9	0.2	0.3	0.2	0.8	78.0	10.3	6.2	1.4	10.7	1.8	2.1	7.7	9.4	18.8	33.8	21.4	152.8	48.1	14.7	1275.0	395.0	240.0	853	547	5.0	7.0	10.0	19.0	3.0	8.0	2.0	0.0	4.0	4.0	1.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	28.1	79.4	26.1	20.1	20.3	3.8	1001.0	2
38-35	North Dakota	Grand Forks	65940	46.0	11.0	24.5	65.8	8.1	1.7	93.1	1.3	2.7	1.3	2.3	78.9	9.6	5.6	1.0	10.6	1.6	1.5	9.8	5.0	25.6	20.6	20.8	165.8	58.1	10.8	4168.0	1210.0	625.0	3740	2890	13.0	7.0	21.0	49.0	13.0	13.0	4.0	3.0	1.0	7.0	2.0	7.0	0.0	0.0	5.0	13.0	0.0	0.0	1.0	0.0	18.8	78.1	20.7	19.1	20.5	5.0	5849.0	2
31-19	Nebraska	Buffalo	43572	45.0	10.4	26.1	62.6	9.4	1.9	97.6	0.7	0.4	0.6	5.2	79.4	10.1	6.1	1.5	11.8	1.9	1.8	11.5	5.9	24.2	27.0	18.0	103.7	43.0	13.1	2815.0	744.0	587.0	2614	1955	49.0	4.0	37.0	25.0	5.0	4.0	0.0	2.0	3.0	4.0	3.0	4.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	23.1	82.1	24.8	21.0	20.4	4.3	4979.0	2
22-63	Louisiana	Livingston	109206	169.0	11.9	26.9	64.3	8.0	0.8	94.3	4.4	0.4	0.4	1.5	74.7	18.2	8.0	1.5	11.5	3.5	1.0	11.6	7.7	28.7	21.7	26.1	117.1	69.1	14.1	15907.0	2963.0	4249.0	5723	6004	0.0	19.0	71.0	67.0	39.0	34.0	2.0	0.0	4.0	14.0	7.0	14.0	0.0	0.0	0.0	10.0	0.0	0.0	15.0	5.0	32.9	82.7	25.1	30.0	31.1	7.7	13092.0	1
21-99	Kentucky	Hart	18319	44.0	19.4	24.9	61.8	11.7	1.6	93.8	5.4	0.2	0.2	1.1	75.2	25.5	7.6	1.5	10.8	5.3	1.2	19.9	5.9	23.4	21.9	21.9	191.2	78.4	14.5	5144.0	517.0	994.0	1195	1016	3.0	0.0	14.0	27.0	13.0	7.0	0.0	0.0	4.0	3.0	1.0	3.0	0.0	0.0	68.0	5.0	0.0	0.0	0.0	5.0	36.6	83.9	18.7	26.8	35.7	6.4	3302.0	1
37-87	North Carolina	Haywood	56482	102.0	13.3	21.2	58.9	17.5	2.5	97.1	1.4	0.6	0.4	1.7	76.9	25.2	8.2	1.6	11.5	4.3	1.3	8.0	6.0	27.4	23.9	18.1	137.5	57.0	22.1	9195.0	1195.0	2005.0	3455	3657	1.0	5.0	28.0	35.0	1.0	8.0	0.0	3.0	5.0	5.0	2.0	5.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	3.0	31.6	70.8	23.7	36.9	30.4	8.6	6741.0	2
37-119	North Carolina	Mecklenburg	796372	1513.0	12.0	27.5	64.1	7.4	1.0	64.8	29.8	0.4	3.9	8.9	76.9	13.0	8.6	1.7	12.2	3.1	2.6	14.8	7.6	32.8	26.9	18.8	133.9	48.8	10.4	71302.0	21014.0	20414.0	44972	51783	11.0	22.0	458.0	309.0	875.0	309.0	17.0	22.0	88.0	110.0	116.0	88.0	0.0	0.0	20.0	66.0	0.0	0.0	73.0	132.0	22.2	77.5	20.4	24.0	18.6	5.3	89470.0	2
26-55	Michigan	Grand Traverse	83971	181.0	7.8	23.9	62.3	11.6	2.2	96.6	0.8	1.0	0.6	1.8	79.0	10.9	6.4	0.9	10.2	2.3	2.6	15.1	6.1	26.0	20.1	16.3	140.8	47.3	9.3	6158.0	2743.0	2315.0	4817	5241	15.0	12.0	37.0	56.0	9.0	24.0	2.0	4.0	4.0	8.0	4.0	4.0	0.0	0.0	11.0	24.0	0.0	0.0	1.0	0.0	17.1	79.5	21.7	20.9	27.5	4.5	7129.0	2
35-49	New Mexico	Santa Fe	140855	74.0	12.3	22.6	65.5	10.6	1.3	92.8	1.1	3.5	1.2	49.0	79.6	13.3	8.0	1.2	10.7	5.5	3.4	37.9	5.2	42.8	21.4	16.4	110.7	31.1	19.0	15188.0	3213.0	3344.0	9287	8487	4.0	4.0	50.0	53.0	30.0	16.0	2.0	4.0	6.0	8.0	21.0	8.0	0.0	0.0	24.0	12.0	0.0	0.0	3.0	8.0	18.1	75.5	14.7	18.6	19.7	4.2	26794.0	2
1-89	Alabama	Madison	298192	370.0	10.9	25.5	62.5	10.9	1.1	71.7	23.5	0.8	2.1	2.2	76.1	13.7	9.2	1.5	15.1	4.0	2.3	8.5	9.1	29.3	30.9	17.0	114.2	58.2	10.6	28690.0	4944.0	9467.0	16746	14705	5.0	9.0	105.0	120.0	17.0	51.0	8.0	9.0	5.0	26.0	20.0	17.0	0.0	0.0	11.0	17.0	0.0	0.0	22.0	9.0	22.9	75.6	23.1	24.9	21.3	6.5	35743.0	2
35-15	New Mexico	Eddy	51437	12.0	17.5	27.2	58.6	12.3	1.8	95.0	1.9	1.5	0.8	40.8	75.2	21.6	7.3	1.3	12.8	8.5	0.9	27.5	8.0	45.6	24.7	22.2	209.0	56.7	17.4	8220.0	1216.0	1730.0	3196	3137	0.0	0.0	43.0	51.0	7.0	26.0	1.0	3.0	4.0	8.0	13.0	10.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	8.0	30.7	80.9	29.9	27.4	25.2	9.4	11664.0	2
16-45	Idaho	Gem	16273	29.0	11.8	25.7	58.4	13.1	2.7	97.4	0.1	1.0	0.4	7.0	77.3	18.6	4.7	0.8	8.9	5.4	1.6	24.3	7.5	21.7	24.7	23.9	144.4	51.0	13.7	2199.0	338.0	379.0	1043	697	9.0	3.0	14.0	21.0	8.0	9.0	0.0	0.0	18.0	9.0	5.0	3.0	0.0	0.0	11.0	3.0	0.0	0.0	0.0	4.0	23.4	77.4	26.0	30.0	25.2	8.6	2746.0	2
13-29	Georgia	Bryan	28549	65.0	10.0	28.4	64.5	6.3	0.8	82.2	15.0	0.4	1.1	2.4	75.8	11.9	8.1	1.4	11.7	5.4	1.8	16.9	5.2	28.7	25.5	24.0	149.6	64.2	14.8	3720.0	541.0	748.0	1663	1505	1.0	2.0	61.0	32.0	14.0	14.0	0.0	0.0	1.0	9.0	1.0	5.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	2.0	24.8	79.3	21.5	15.7	29.9	4.7	3010.0	2
24-5	Maryland	Baltimore	786113	1313.0	7.6	24.5	60.9	12.2	2.3	70.5	24.0	0.3	3.9	2.4	76.9	14.0	9.3	1.9	13.4	2.6	3.0	10.9	8.4	32.7	28.0	22.3	180.5	64.8	8.9	83177.0	18003.0	25750.0	42253	42062	15.0	23.0	357.0	300.0	498.0	92.0	47.0	23.0	156.0	92.0	149.0	46.0	0.0	0.0	26.0	69.0	0.0	0.0	96.0	23.0	23.4	72.0	20.8	26.2	22.2	6.5	75009.0	2
19-189	Iowa	Winnebago	11351	28.0	8.3	23.0	58.4	14.6	4.0	98.3	0.2	0.3	0.8	2.3	78.9	9.4	6.4	1.4	10.1	3.7	1.1	17.3	5.2	25.6	28.6	16.5	194.7	37.2	10.3	1003.0	292.0	164.0	656	421	4.0	2.0	15.0	15.0	2.0	5.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	18.2	76.4	25.6	23.8	15.7	7.7	905.0	2
27-97	Minnesota	Morrison	32788	29.0	9.4	25.4	59.4	12.6	2.6	98.6	0.3	0.3	0.3	0.8	78.5	19.6	6.0	1.6	9.3	2.7	2.2	9.5	7.9	29.5	9.5	23.0	129.5	46.4	15.3	4397.0	953.0	459.0	1788	1807	9.0	5.0	17.0	19.0	1.0	3.0	1.0	2.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	20.1	72.0	24.2	22.7	23.8	7.0	3807.0	2
23-23	Maine	Sagadahoc	36962	146.0	8.3	23.6	63.0	11.4	2.0	96.9	1.1	0.4	0.6	1.5	78.8	10.9	5.6	1.1	10.0	2.5	2.3	10.9	1.5	29.2	20.4	12.0	146.1	59.4	12.6	3074.0	815.0	877.0	2581	2606	3.0	4.0	18.0	21.0	4.0	4.0	1.0	2.0	0.0	4.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	19.4	74.8	19.9	23.1	18.8	5.6	3259.0	2
25-27	Massachusetts	Worcester	783262	518.0	9.4	25.5	62.2	10.1	2.2	91.2	3.7	0.3	3.7	7.6	77.8	13.6	7.0	1.4	9.6	2.0	3.3	9.0	5.5	27.9	25.8	20.0	140.4	53.7	6.8	86503.0	20363.0	22977.0	46098	71757	35.0	23.0	315.0	300.0	46.0	92.0	10.0	23.0	30.0	92.0	36.0	46.0	1.0	0.0	154.0	69.0	0.0	0.0	11.0	23.0	23.8	71.5	21.9	24.4	21.0	6.3	75796.0	2
40-105	Oklahoma	Nowata	10864	19.0	14.3	24.5	58.4	14.9	2.2	73.9	2.5	16.4	0.1	1.3	74.5	26.1	7.0	0.8	11.1	6.0	1.0	16.5	7.9	33.5	18.0	24.6	237.2	73.2	12.1	1763.0	247.0	320.0	667	475	0.0	1.0	12.0	14.0	40.0	5.0	4.0	0.0	7.0	9.0	1.0	3.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	33.1	89.3	33.6	32.2	24.0	12.2	1714.0	1
1-51	Alabama	Elmore	73937	119.0	12.5	25.1	64.0	9.8	1.2	77.3	20.7	0.4	0.5	1.7	75.2	15.1	8.6	1.7	14.2	4.8	1.5	13.3	7.6	31.0	34.1	16.9	138.8	63.8	8.5	10979.0	1091.0	2028.0	4170	3646	3.0	7.0	70.0	51.0	15.0	14.0	1.0	3.0	5.0	7.0	0.0	7.0	0.0	0.0	3.0	14.0	0.0	0.0	8.0	0.0	27.7	85.0	24.8	23.0	22.6	5.5	8320.0	2
27-3	Minnesota	Anoka	323996	765.0	5.3	27.4	64.5	7.2	0.9	90.7	3.1	0.8	3.5	2.4	79.1	9.0	6.1	1.0	10.0	1.8	2.4	14.1	3.9	23.7	28.0	20.4	102.4	59.6	8.9	18800.0	7344.0	3192.0	17185	17514	27.0	9.0	96.0	112.0	36.0	56.0	4.0	9.0	4.0	19.0	4.0	19.0	1.0	0.0	85.0	28.0	0.0	0.0	4.0	9.0	17.0	79.5	24.6	20.2	23.9	5.7	23312.0	2
22-67	Louisiana	Morehouse	29989	38.0	23.3	26.8	58.3	13.1	1.7	54.8	44.6	0.1	0.3	0.9	72.8	24.3	11.7	2.5	15.9	9.0	0.8	17.2	14.0	55.7	36.1	24.3	189.4	74.0	12.1	6485.0	1092.0	1061.0	1573	1601	0.0	6.0	32.0	28.0	6.0	18.0	1.0	0.0	0.0	9.0	2.0	8.0	0.0	0.0	3.0	2.0	0.0	0.0	2.0	3.0	47.7	80.4	34.0	30.2	28.0	7.0	6086.0	2
40-49	Oklahoma	Garvin	27228	34.0	15.8	23.7	58.9	14.8	2.6	86.5	2.9	7.6	0.3	4.2	74.1	24.1	7.1	1.3	11.7	4.6	1.1	18.9	8.3	32.3	22.4	23.9	231.9	69.8	18.5	5044.0	535.0	742.0	1686	1180	1.0	1.0	25.0	22.0	8.0	16.0	1.0	1.0	2.0	7.0	11.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	35.5	81.3	25.0	34.6	27.0	10.8	4707.0	2
41-59	Oregon	Umatilla	73878	23.0	13.8	27.8	60.3	10.1	1.9	93.3	1.2	3.3	1.1	18.0	77.1	20.1	5.8	0.8	10.5	5.2	1.6	27.7	4.1	38.0	26.9	22.7	136.8	57.4	11.6	10437.0	2904.0	2828.0	5181	5472	37.0	4.0	30.0	61.0	17.0	29.0	0.0	0.0	22.0	11.0	3.0	11.0	0.0	0.0	4.0	7.0	0.0	0.0	0.0	4.0	25.9	79.6	26.1	28.0	23.1	7.0	11753.0	2
6-29	California	Kern	756825	93.0	18.2	32.0	59.1	7.8	1.1	85.8	6.2	1.7	4.2	43.6	75.7	21.3	6.6	1.2	11.7	5.4	2.1	16.2	6.2	42.7	27.0	20.5	268.9	57.8	11.0	139010.0	27239.0	23329.0	36250	51564	2.0	21.0	0.0	291.0	0.0	291.0	5.0	21.0	98.0	104.0	65.0	83.0	0.0	0.0	40.0	62.0	0.0	0.0	20.0	125.0	30.4	76.3	26.5	27.5	21.4	9.0	152346.0	2
47-163	Tennessee	Sullivan	152716	370.0	12.8	21.5	61.8	14.8	1.8	96.5	2.1	0.2	0.5	0.8	75.8	22.4	8.8	1.7	12.4	4.2	1.7	15.9	7.1	28.4	26.6	22.0	203.1	74.1	12.7	26586.0	3767.0	5019.0	10041	7680	4.0	5.0	45.0	60.0	8.0	18.0	10.0	5.0	4.0	9.0	8.0	9.0	0.0	0.0	9.0	14.0	0.0	0.0	2.0	9.0	33.7	65.0	25.0	36.4	23.8	11.9	16357.0	2
47-103	Tennessee	Lincoln	32392	57.0	13.2	23.1	61.1	14.0	1.8	91.1	6.9	0.5	0.4	1.8	74.1	16.1	8.9	1.7	14.0	4.9	1.6	13.7	7.8	28.3	22.4	23.6	266.4	72.4	14.2	6802.0	786.0	1146.0	2091	1678	4.0	3.0	13.0	19.0	8.0	3.0	0.0	0.0	3.0	3.0	2.0	3.0	0.0	0.0	4.0	5.0	0.0	0.0	1.0	2.0	39.4	75.6	31.7	34.0	31.3	8.4	3681.0	2
21-9	Kentucky	Barren	40073	82.0	15.3	23.8	61.3	13.1	1.8	94.8	3.9	0.2	0.5	1.2	76.3	25.4	8.3	2.0	10.4	4.3	1.5	11.2	4.6	26.1	25.5	15.6	197.8	73.2	10.1	8391.0	1058.0	2391.0	2645	2181	1.0	2.0	33.0	31.0	13.0	10.0	0.0	0.0	4.0	4.0	2.0	4.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	34.3	78.5	25.5	29.8	30.1	7.5	5152.0	2
31-131	Nebraska	Otoe	15509	25.0	8.4	24.5	57.8	14.8	3.0	98.4	0.4	0.3	0.3	3.2	77.0	14.2	6.6	1.4	11.2	3.9	1.9	13.3	8.0	25.1	24.8	28.0	111.6	44.2	9.6	1533.0	346.0	350.0	945	562	8.0	5.0	16.0	17.0	10.0	6.0	0.0	0.0	3.0	5.0	4.0	2.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	25.0	82.1	25.1	30.8	17.0	6.2	1431.0	2
20-51	Kansas	Ellis	26767	30.0	10.6	22.5	63.2	12.1	2.2	96.9	1.0	0.2	1.2	2.5	78.9	10.2	7.4	1.2	11.6	2.0	1.4	9.0	5.7	28.6	18.6	12.6	124.6	48.1	13.3	2114.0	578.0	337.0	1741	1643	2.0	3.0	27.0	16.0	4.0	3.0	0.0	1.0	2.0	3.0	1.0	3.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	1.0	21.3	81.2	17.2	15.4	20.1	5.0	2618.0	2
51-61	Virginia	Fauquier	64997	100.0	5.8	25.4	64.1	9.3	1.2	88.5	8.8	0.3	1.1	4.3	77.5	10.9	6.1	1.2	10.1	2.5	4.7	8.8	4.0	23.5	35.7	20.4	126.3	54.8	11.0	6708.0	861.0	1137.0	3651	3073	1.0	9.0	35.0	40.0	0.0	17.0	0.0	3.0	4.0	6.0	1.0	3.0	0.0	0.0	1.0	17.0	0.0	0.0	1.0	0.0	22.2	67.8	22.2	32.6	21.4	7.5	4752.0	2
56-15	Wyoming	Goshen	12243	6.0	14.6	22.7	58.9	15.1	3.3	98.1	0.2	1.0	0.3	9.0	77.2	18.0	5.8	1.0	11.4	4.9	1.7	21.5	7.7	28.5	14.1	21.8	151.2	42.6	15.2	1272.0	256.0	253.0	897	577	12.0	4.0	18.0	14.0	3.0	3.0	0.0	0.0	8.0	5.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	25.1	77.5	24.0	29.7	21.0	7.4	2424.0	2
24-33	Maryland	Prince George's	846123	1743.0	9.4	28.5	63.1	7.5	0.9	27.7	66.1	0.4	4.0	10.4	75.0	10.8	10.5	2.6	14.2	3.2	3.2	23.8	11.9	44.2	31.3	24.2	217.8	54.5	7.6	79974.0	20235.0	15567.0	43203	46001	3.0	25.0	251.0	322.0	146.0	99.0	22.0	25.0	76.0	99.0	45.0	50.0	0.0	0.0	15.0	74.0	0.0	0.0	142.0	25.0	24.6	72.1	25.5	26.2	17.8	8.3	122762.0	2
26-111	Michigan	Midland	84064	161.0	9.0	26.1	60.8	11.2	1.9	95.8	1.2	0.4	1.8	1.7	78.8	10.1	7.0	1.4	11.7	2.3	2.2	8.8	7.0	23.4	24.1	16.2	182.9	54.8	9.7	6071.0	2423.0	1749.0	4695	5333	14.0	13.0	38.0	58.0	13.0	25.0	1.0	4.0	1.0	8.0	0.0	4.0	0.0	0.0	3.0	25.0	0.0	0.0	0.0	0.0	17.0	73.7	23.1	22.3	20.7	8.7	7721.0	2
21-235	Kentucky	Whitley	38029	86.0	23.1	26.1	60.7	11.8	1.4	98.3	0.4	0.3	0.3	0.9	73.1	34.9	9.0	1.7	13.0	5.4	0.9	17.9	7.8	29.0	26.6	18.6	251.7	93.7	18.1	9561.0	923.0	3011.0	2447	2192	1.0	0.0	12.0	40.0	1.0	15.0	0.0	0.0	2.0	2.0	3.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	7.0	39.8	79.2	30.6	41.5	35.6	11.0	6798.0	2
5-139	Arkansas	Union	44186	43.0	17.7	25.4	58.8	13.4	2.4	65.3	33.0	0.2	0.6	1.7	73.6	21.5	9.2	1.6	14.0	6.3	1.1	26.5	8.2	44.1	35.3	21.4	138.3	72.0	14.7	7565.0	1337.0	1421.0	2817	2423	32.0	9.0	41.0	41.0	72.0	27.0	0.0	0.0	0.0	14.0	3.0	11.0	0.0	0.0	2.0	2.0	0.0	0.0	35.0	5.0	30.0	80.3	27.0	28.4	25.8	9.1	6517.0	2
37-105	North Carolina	Lee	55704	217.0	13.2	27.7	58.8	11.9	1.6	78.0	20.2	0.6	0.8	14.1	74.5	19.8	8.7	1.5	13.6	5.9	1.7	22.5	6.9	41.7	25.4	21.5	203.0	58.5	9.5	8608.0	1428.0	1566.0	3140	3568	0.0	5.0	39.0	36.0	11.0	13.0	0.0	0.0	3.0	5.0	9.0	3.0	0.0	0.0	0.0	13.0	0.0	0.0	6.0	3.0	30.6	79.8	23.8	33.5	26.5	8.0	7926.0	2
54-53	West Virginia	Mason	25761	60.0	17.2	22.0	61.7	14.7	1.6	98.5	0.5	0.2	0.4	0.5	74.4	26.2	7.8	1.6	14.7	4.2	1.0	11.8	5.5	29.0	28.9	23.2	258.9	84.0	16.6	5063.0	786.0	1802.0	1931	1054	0.0	0.0	10.0	25.0	0.0	12.0	1.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	4.0	29.0	77.9	31.1	29.7	30.4	12.1	3175.0	2
47-31	Tennessee	Coffee	50869	119.0	13.2	24.6	60.2	13.6	1.6	94.1	3.7	0.3	0.9	3.2	75.4	18.2	9.2	1.3	14.4	4.5	1.0	25.8	9.2	32.9	32.9	23.2	233.1	68.9	17.7	9113.0	1377.0	1656.0	3221	2606	0.0	5.0	30.0	29.0	4.0	5.0	5.0	2.0	2.0	5.0	8.0	5.0	0.0	0.0	5.0	7.0	0.0	0.0	2.0	2.0	33.9	74.4	21.4	36.7	22.6	9.5	6406.0	2
40-121	Oklahoma	Pittsburg	44641	34.0	16.5	22.4	60.6	14.8	2.2	78.3	4.0	12.8	0.4	2.5	74.4	24.3	7.3	1.4	12.3	7.0	1.0	26.7	9.5	35.9	27.7	20.2	294.5	69.9	18.2	7387.0	981.0	1734.0	2811	1976	2.0	2.0	35.0	35.0	5.0	26.0	7.0	2.0	55.0	11.0	20.0	7.0	0.0	0.0	4.0	4.0	0.0	0.0	1.0	7.0	33.8	82.6	26.3	36.4	28.6	7.2	7457.0	2
27-147	Minnesota	Steele	35755	83.0	6.8	26.3	60.8	10.8	2.2	96.3	2.2	0.1	0.8	4.4	79.8	8.4	6.4	1.1	10.3	3.5	1.5	15.6	5.9	26.9	24.0	16.7	129.9	45.5	7.3	3110.0	815.0	405.0	1925	1961	3.0	5.0	17.0	19.0	0.0	3.0	3.0	0.0	2.0	3.0	2.0	2.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	21.7	74.4	16.3	20.5	17.2	4.8	2688.0	2
